Date,sigma_t,log_sigma_t,state,regime_label
2025-04-18,0.6848197846578068,-0.3785995634244476,2,high volatility (stress/panic)
2025-04-21,0.6733686592632542,-0.3954623143788394,2,high volatility (stress/panic)
2025-04-22,0.6903452613928658,-0.37056342770833284,2,high volatility (stress/panic)
2025-04-23,0.6808200138881213,-0.38445730455207533,2,high volatility (stress/panic)
2025-04-24,0.6959390943504081,-0.3624931305940058,2,high volatility (stress/panic)
2025-04-25,0.6831319289528633,-0.38106727707936944,2,high volatility (stress/panic)
2025-04-28,0.6709398924827854,-0.39907572503513694,2,high volatility (stress/panic)
2025-04-29,0.6583432712875555,-0.41802879480229566,2,high volatility (stress/panic)
2025-04-30,0.646114567233826,-0.4367784422647762,2,high volatility (stress/panic)
2025-05-01,0.6388043071626062,-0.44815712008009384,2,high volatility (stress/panic)
2025-05-02,0.6378701817971582,-0.4496204931485234,2,high volatility (stress/panic)
2025-05-05,0.6320557620498363,-0.4587776576359004,2,high volatility (stress/panic)
2025-05-06,0.6206403015893447,-0.47700358935777926,2,high volatility (stress/panic)
2025-05-07,0.6112177317498694,-0.4923020301797884,2,high volatility (stress/panic)
2025-05-08,0.5997785600280381,-0.5111947585077737,2,high volatility (stress/panic)
2025-05-09,0.6121284263390401,-0.49081317152538856,2,high volatility (stress/panic)
2025-05-12,0.6017875552410068,-0.5078507942273172,2,high volatility (stress/panic)
2025-05-13,0.6545108748373472,-0.4238670782815288,2,high volatility (stress/panic)
2025-05-14,0.6537491134617383,-0.425031619685395,2,high volatility (stress/panic)
2025-05-15,0.643587685309702,-0.4406969981213896,2,high volatility (stress/panic)
2025-05-16,0.6320834777470679,-0.45873380851491197,2,high volatility (stress/panic)
2025-05-19,0.6255810938611793,-0.469074311017829,2,high volatility (stress/panic)
2025-05-20,0.6356756489044777,-0.4530668317283538,2,high volatility (stress/panic)
2025-05-21,0.624526161948941,-0.47076205766156504,2,high volatility (stress/panic)
2025-05-22,0.6316921293879205,-0.45935314056950627,2,high volatility (stress/panic)
2025-05-23,0.6286057354096046,-0.4642510305597459,2,high volatility (stress/panic)
2025-05-27,0.6281537443679723,-0.4649703266038866,2,high volatility (stress/panic)
2025-05-28,0.6176187858488514,-0.4818838632327948,2,high volatility (stress/panic)
2025-05-29,0.6097392501460965,-0.4947238719782176,2,high volatility (stress/panic)
2025-05-30,0.6154951787056886,-0.4853281665228513,2,high volatility (stress/panic)
2025-06-02,0.6051319983341015,-0.5023086656842558,2,high volatility (stress/panic)
2025-06-03,0.6113285841444991,-0.49212068343898635,2,high volatility (stress/panic)
2025-06-04,0.6079558966941124,-0.497652937979054,2,high volatility (stress/panic)
2025-06-05,0.6029516080325186,-0.5059183374943577,2,high volatility (stress/panic)
2025-06-06,0.5923205232445822,-0.5237073662158066,2,high volatility (stress/panic)
2025-06-09,0.5856418121571771,-0.535046918342305,2,high volatility (stress/panic)
2025-06-10,0.5767443425116149,-0.5503561912323627,2,high volatility (stress/panic)
2025-06-11,0.5659874013636624,-0.5691834601014923,2,high volatility (stress/panic)
2025-06-12,0.5670627577331658,-0.5672852975466445,2,high volatility (stress/panic)
2025-06-13,0.5760053741732404,-0.5516382881678958,2,high volatility (stress/panic)
2025-06-16,0.5662795703318798,-0.5686673822117267,2,high volatility (stress/panic)
2025-06-17,0.5572613096861077,-0.5847210113884941,1,normal volatility
2025-06-18,0.552134388202528,-0.5939638054472232,1,normal volatility
2025-06-20,0.542343433539649,-0.61185583699126,1,normal volatility
2025-06-23,0.5322948970140805,-0.6305576255221553,1,normal volatility
2025-06-24,0.523391976773614,-0.6474246180566702,1,normal volatility
2025-06-25,0.5271275383138433,-0.6403127515343711,1,normal volatility
2025-06-26,0.5178252219002236,-0.6581175031170606,1,normal volatility
2025-06-27,0.5334284838333676,-0.6284302681474796,1,normal volatility
2025-06-30,0.5237182418661955,-0.646801445639226,1,normal volatility
2025-07-01,0.5197660341149407,-0.6543765030518603,1,normal volatility
2025-07-02,0.510305470856065,-0.672745770107314,1,normal volatility
2025-07-03,0.5015035874432265,-0.6901445181795579,1,normal volatility
2025-07-07,0.4949859955153713,-0.7032258087018085,1,normal volatility
2025-07-08,0.4875726822628706,-0.7183159078360432,1,normal volatility
2025-07-09,0.4804882009058595,-0.732952606740388,1,normal volatility
2025-07-10,0.4717351898200729,-0.7513374893543747,1,normal volatility
2025-07-11,0.4641547264271093,-0.7675373202146293,1,normal volatility
2025-07-14,0.4559714390674297,-0.7853251050533759,1,normal volatility
2025-07-15,0.4493963621661748,-0.7998500141319967,1,normal volatility
2025-07-16,0.449769585477986,-0.799019859622202,1,normal volatility
2025-07-17,0.4420226622964907,-0.8163941260548053,1,normal volatility
2025-07-18,0.4372063649358195,-0.8273499643780878,1,normal volatility
2025-07-21,0.4369392511638805,-0.8279611069047634,1,normal volatility
2025-07-22,0.4407153685363996,-0.8193560347302197,1,normal volatility
2025-07-23,0.439027721900193,-0.8231927200642758,1,normal volatility
2025-07-24,0.4311537629071915,-0.841290494016203,1,normal volatility
2025-07-25,0.4244449229680192,-0.8569730273068075,1,normal volatility
2025-07-28,0.4206920867861907,-0.8658540981984324,1,normal volatility
2025-07-29,0.4587834001281428,-0.779177075444805,1,normal volatility
2025-07-30,0.4672926752238643,-0.7607995040746931,1,normal volatility
2025-07-31,0.4710054112576769,-0.7528856961619135,1,normal volatility
2025-08-01,0.4669595231579163,-0.7615126992497143,1,normal volatility
2025-08-04,0.5041735222019055,-0.6848347800818533,1,normal volatility
2025-08-05,0.4954487120762119,-0.7022914379836614,1,normal volatility
2025-08-06,0.4868396549657673,-0.7198204606980612,1,normal volatility
2025-08-07,0.4910481401004281,-0.7112131109826593,1,normal volatility
2025-08-08,0.4821525325340711,-0.729494757454096,1,normal volatility
2025-08-11,0.4744875389286879,-0.7455199227549955,1,normal volatility
2025-08-12,0.4739065533728013,-0.7467451215057674,1,normal volatility
2025-08-13,0.4782873271168333,-0.7375436243256955,1,normal volatility
2025-08-14,0.4748501657600494,-0.7447559652144761,1,normal volatility
2025-08-15,0.4805280144860884,-0.7328697494907099,1,normal volatility
2025-08-18,0.4837742612057718,-0.7261368835323806,1,normal volatility
2025-08-19,0.4796117062642258,-0.7347784477358618,1,normal volatility
2025-08-20,0.4709925845838643,-0.7529129290729601,1,normal volatility
2025-08-21,0.4627559421237279,-0.7705554867169102,1,normal volatility
2025-08-22,0.4600526217116878,-0.7764144010162001,1,normal volatility
2025-08-25,0.4863479227824991,-0.720831020710045,1,normal volatility
2025-08-26,0.4825721212401735,-0.7286248953003341,1,normal volatility
2025-08-27,0.4742141566603548,-0.7460962520209202,1,normal volatility
2025-08-28,0.4716458404659693,-0.7515269130368579,1,normal volatility
2025-08-29,0.4742693085428859,-0.7459799571468047,1,normal volatility
2025-09-02,0.4672913697613667,-0.7608022977506703,1,normal volatility
2025-09-03,0.4638919091572727,-0.7681037082964028,1,normal volatility
2025-09-04,0.4571754455333919,-0.7826880546861426,1,normal volatility
2025-09-05,0.4511943294586668,-0.7958571465663871,1,normal volatility
2025-09-08,0.4799327038374598,-0.7341093852478121,1,normal volatility
2025-09-09,0.4713438739928952,-0.7521673579510824,1,normal volatility
2025-09-10,0.464965690057361,-0.7657916609398943,1,normal volatility
2025-09-11,0.4567459056545084,-0.7836280478484714,1,normal volatility
2025-09-12,0.4495505946227968,-0.7995068738455303,1,normal volatility
2025-09-15,0.4423751550741123,-0.8155969897675747,1,normal volatility
2025-09-16,0.4450410423642904,-0.8095887710367116,1,normal volatility
2025-09-17,0.4547090986877831,-0.7880974080417582,1,normal volatility
2025-09-18,0.4465165509334358,-0.8062788111926,1,normal volatility
2025-09-19,0.450940749991262,-0.7964193228520889,1,normal volatility
2025-09-22,0.4449189866463825,-0.8098630658695004,1,normal volatility
2025-09-23,0.4382389328707403,-0.8249910085042415,1,normal volatility
2025-09-24,0.4327699734522567,-0.8375489312774385,1,normal volatility
2025-09-25,0.4353309989276437,-0.8316486201690356,1,normal volatility
2025-09-26,0.4421721667971788,-0.8160559551060651,1,normal volatility
2025-09-29,0.4354497425292226,-0.8313758911187439,1,normal volatility
2025-09-30,0.4323921847411445,-0.838422267522087,1,normal volatility
2025-10-01,0.4247629758400888,-0.8562239695380626,1,normal volatility
2025-10-02,0.4176115961029725,-0.8732034743534289,1,normal volatility
2025-10-03,0.4124928656762567,-0.8855363686872542,1,normal volatility
2025-10-06,0.4140566394660543,-0.8817525042100199,1,normal volatility
2025-10-07,0.4118524781488254,-0.8870900564979514,1,normal volatility
2025-10-08,0.4080784224335343,-0.8962959112014078,1,normal volatility
