"target_date","confidence_level","p_min","p_max","actual_price"
2020-04-16,0.95,1.07672713977944,1.1051991505371,1.084
2020-04-17,0.2,1.08215269320154,1.08571683856039,1.0883
2020-04-17,0.5,1.07919151137321,1.08877050696768,1.0883
2020-04-17,0.8,1.07483855212909,1.09317988885452,1.0883
2020-04-17,0.95,1.06991664754953,1.0982088106061,1.0883
2020-04-20,0.2,1.08651984932945,1.09002365482303,1.0874
2020-04-20,0.5,1.08354676013515,1.09301451564133,1.0874
2020-04-20,0.8,1.079176296761,1.09744102122931,1.0874
2020-04-20,0.95,1.07423459989941,1.10248947233198,1.0874
2020-04-21,0.2,1.08562144197746,1.08912224206347,1.0854
2020-04-21,0.5,1.08272506702024,1.09203572996853,1.0854
2020-04-21,0.8,1.07835805244438,1.09638302986956,1.0854
2020-04-21,0.95,1.07349378649704,1.10142645797413,1.0854
2020-04-22,0.2,1.08362482348763,1.08704462282207,1.0829
2020-04-22,0.5,1.0807338571097,1.08995247051761,1.0829
2020-04-22,0.8,1.07652246661577,1.09429135409017,1.0829
2020-04-22,0.95,1.07159321300364,1.09932501755912,1.0829
2020-04-23,0.2,1.08120307098414,1.08454084752218,1.0815
2020-04-23,0.5,1.07839250513638,1.08736743751796,1.0815
2020-04-23,0.8,1.07411677350504,1.0916211412864,1.0815
2020-04-23,0.95,1.06927190368572,1.09664238900022,1.0815
2020-04-24,0.2,1.07980537874402,1.08306455423289,1.0798
2020-04-24,0.5,1.07707230089589,1.08588721209511,1.0798
2020-04-24,0.8,1.07294890312361,1.09006033245366,1.0798
2020-04-24,0.95,1.06810944547878,1.09499924656171,1.0798
2020-04-27,0.2,1.07818199804732,1.08136211111014,1.0829
2020-04-27,0.5,1.07545310852534,1.08403174385624,1.0829
2020-04-27,0.8,1.07140941018429,1.08819761193703,1.0829
2020-04-27,0.95,1.06657703679753,1.09312794232859,1.0829
2020-04-28,0.2,1.08127743603273,1.08439233463939,1.0836
2020-04-28,0.5,1.07868852317633,1.08706938874153,1.0836
2020-04-28,0.8,1.0746327496524,1.09117209940892,1.0836
2020-04-28,0.95,1.06978594551635,1.09604072493818,1.0836
2020-04-29,0.2,1.08205060787294,1.08509331870023,1.0853
2020-04-29,0.5,1.07953385667124,1.08762303085045,1.0853
2020-04-29,0.8,1.07554868964826,1.09157817281303,1.0853
2020-04-29,0.95,1.07077123634966,1.09652355726433,1.0853
2020-04-30,0.2,1.08382250645348,1.08672125081452,1.0934
2020-04-30,0.5,1.08137576292207,1.0891800891592,1.0934
2020-04-30,0.8,1.07753149282836,1.09306591752829,1.0934
2020-04-30,0.95,1.07274536775748,1.0979427040885,1.0934
